Author,Title,Era,Locus,Text,Poetry/Prose
"Lucretius","De Rerum Natura, Book 1","Republic","","Ennius ut noster cecinit, qui primus amoeno","Poetry"
"Lucretius","De Rerum Natura, Book 1","Republic","","Ennius aeternis exponit versibus edens,","Poetry"
"Lucretius","De Rerum Natura","Republic","","Ennius ut noster cecinit qui primus amoeno","Poetry"
"Lucretius","De Rerum Natura","Republic","","Ennius aeternis exponit uersibus edens,","Poetry"
"Cicero","Academica","Republic","","...Latinos Graecis litteris eruditi legant, philosophos non legant? an quia delectat Ennius Pacuvius Accius multi alii, qui non verba sed vim Graecorum expresserunt poetarum—quanto...","Poetry"
"Cicero","De Amicitia","Republic","","...habet, quantas vix queo dicere. principio qui potest esse vita vitalis, ut ait Ennius, quae non in amici mutua benevolentia conquiescit? quid dulcius quam habere quicum...","Poetry"
"Cicero","De Amicitia","Republic","","...calamitatum societates, ad quas non est facile inventu qui descendant. quamquam Ennius recte:  amicus certus in re incerta cernitur; tamen haec duo levitatis et infirmitatis...","Poetry"
"Cicero","Pro Archia","Republic","","...viribus excitari et quasi divino quodam spiritu inflari. qua re suo iure noster ille Ennius 'sanctos' appellat poetas, quod quasi deorum aliquo dono atque munere commendati...","Poetry"
"Cicero","Pro Archia","Republic","","carus fuit Africano superiori noster Ennius, itaque etiam in sepulcro Scipionum putatur is esse constitutus ex marmore. at eis...","Poetry"
"Cicero","Letters To Atticus, Book 6","Republic","","...laudator integritatis et elegantiae nostrae,  ausus es hoc ex ore tuo— —  inquit Ennius, ut equites Scaptio ad pecuniam cogendam darem me rogare? an tu si mecum esses qui...","Poetry"
"Cicero","Letters To Atticus","Republic","","...laudator integritatis et elegantiae nostrae,  ausus es hoc ex ore tuo— —  inquit Ennius, ut equites Scaptio ad pecuniam cogendam darem me rogare? an tu si mecum esses qui...","Poetry"
"Cicero","Brutus","Republic","","...Cornelius Cethegus, cuius eloquentiae est auctor et idoneus quidem mea sententia Q. Ennius, praesertim cum et ipse eum audi- verit et scribat de mortuo: ex quo nulla suspicio... ...medulla. πειθὼ quam vocant Graeci, cuius effector est orator, hanc Suadam appellavit Ennius [eius autem Cethegum medullam fuisse vult], ut, quam deam in Pericli labris scripsit...","Poetry"
"Cicero","Brutus","Republic","","...Claudio Caeci filio et M. Tuditano consulibus docuit anno ipso ante quam natus est Ennius, post Romam conditam autem quartodecimo et quingentensimo, ut hic ait, quem nos... ...proelio voverat. In quo tantus error Acci fuit, ut his consulibus xl annos natus Ennius fuerit: quoi si aequalis fuerit Livius, minor fuit aliquanto is, qui primus fabulam...","Poetry"
"Cicero","Brutus","Republic","","...Originibus scriptum reliquit Cato! Tamen illius, quem in vatibus et Faunis adnumerat Ennius, bellum Punicum quasi Myronis opus delectat. sit Ennius sane, ut est certe, perfectior;...","Poetry"
"Cicero","Brutus","Republic","","...cum Thyesten fabulam docuisset, Q. Marcio Cn. Servilio consulibus mortem obiit Ennius. erat isdem temporibus Ti. Gracchus P. F., qui bis consul et censor fuit, cuius...","Poetry"
"Cicero","Pro A Cluentio","Republic","","Ennium esse quendam cuius bona teneat habitus. est hic Ennius egens quidam calumniator, mercennarius Oppianici, qui permultos annos quievit; deinde...","Poetry"
"Cicero","De Divinatione","Republic","","...petunt. De hís divitiis síbi deducant dráchumam, reddant cétera. Atque haec quidem Ennius, qui paucis ante versibus esse deos censet, sed eos non curare opinatur, quid agat...","Poetry"
"Cicero","De Divinatione","Republic","","...dabit? Epicurusne? qui negat quicquam deos nec alieni curare nec sui; an noster Ennius? qui magno plausu loquitur adsentiente populo: E/go deum genus ésse semper díxi...","Poetry"
"Cicero","De Divinatione","Republic","","...primi cuiusque versus litteris aliquid conectitur, ut in quibusdam Ennianis: Q. Ennius  fecit. Id certe magis est attenti animi quam furentis.","Poetry"
"Cicero","De Divinatione","Republic","","...veraciorem ducam Ennio? Num minus ille potuit de Croeso quam de Pyrrho fingere Ennius? Quis enim est, qui credat Apollinis ex oraculo Pyrrho esse responsum: Aio te, Aeacida,...","Poetry"
"Cicero","De Divinatione","Republic","","...Iam vero quis dicere audeat vera omnia esse somnia? Aliquot somnia vera, inquit Ennius, sed omnia noenum necesse est. Quae est tandem ista distinctio? quae vera, quae...","Poetry"
"Cicero","De Divinatione","Republic","","...mitificato cibo cantus edere quiete satiatos; qui quidem silentio noctis, ut ait Ennius,  favent faucíbus russis Cantú plausuque premúnt alas.  Cum igitur hoc animal tam...","Poetry"
"Cicero","De Divinatione","Republic","","...augures conveniens et coniuncta constantia? Ad nostri augurii consuetudinem dixit Ennius: Tum tonuit laevum bene tempestate serena. At Homericus Aiax apud Achillem querens...","Poetry"
"Cicero","De Finibus Bonorum Et Malorum","Republic","","...ab iis, quos modo nominavi, cum inciderit, ut id apte fieri possit, ut ab Homero Ennius, Afranius a Menandro solet. Nec vero, ut noster Lucilius, recusabo, quo  minus omnes...","Poetry"
"Cicero","De Finibus Bonorum Et Malorum, Book 1","Republic","","...ab iis, quos modo nominavi, cum inciderit, ut id apte fieri possit, ut ab Homero Ennius, Afranius a Menandro solet. Nec vero, ut noster Lucilius, recusabo, quo  minus omnes...","Poetry"
"Cicero","De Finibus Bonorum Et Malorum","Republic","","...malum est dolor, carere eo malo satis est ad bene vivendum. hoc dixerit potius Ennius: 'Nimium boni est, cui nihil est mali'. nos beatam vitam non depulsione mali, sed...","Poetry"
"Cicero","De Finibus Bonorum Et Malorum, Book 2","Republic","","...malum est dolor, carere eo malo satis est ad bene vivendum. hoc dixerit potius Ennius: 'Nimium boni est, cui nihil est mali'. nos beatam vitam non depulsione mali, sed...","Poetry"
"Cicero","Lucullus","Republic","","...dicebas quam vigilantium siccorum sanorum. quo modo? quia cum experrectus esset Ennius non diceret se vidisse Homerum sed visum esse, Alcmeo autem 'sed mihi  neutiquam...","Poetry"
"Cicero","De Natura Deorum, Book 1","Republic","","...tractata ab Euhemero est, quem noster et interpretatus est et secutus praeter ceteros Ennius; ab Euhemero autem et mortes et sepulturae demonstrantur deorum; utrum igitur hic...","Poetry"
"Cicero","De Natura Deorum","Republic","","...tractata ab Euhemero est, quem noster et interpretatus est et secutus praeter ceteros Ennius; ab Euhemero autem et mortes et sepulturae demonstrantur deorum; utrum igitur hic...","Poetry"
"Cicero","De Natura Deorum, Book 1","Republic","","...quae vos delectat maxime, similitudo. quid canis nonne similis lupo (atque, ut Ennius, ""simia quam similis turpissuma bestia nobis""); at mores in utroque dispares. elephanto...","Poetry"
"Cicero","De Natura Deorum","Republic","","...quae vos delectat maxime, similitudo. quid canis nonne similis lupo (atque, ut Ennius, ""simia quam similis turpissuma bestia nobis""); at mores in utroque dispares. elephanto...","Poetry"
"Cicero","De Natura Deorum, Book 2","Republic","","...mentis quo haec regantur? quod ni ita esset, qui potuisset adsensu omnium dicere Ennius ""aspice hoc sublime candens, quem invocant omnes Iovem""—illum vero et Iovem et dominatorem rerum et omnia motu regentem et, ut idem Ennius, ""patrem divumque hominumque"" et praesentem ac praepotentem deum? quod qui dubitet,...","Poetry"
"Cicero","De Natura Deorum","Republic","","...mentis quo haec regantur? quod ni ita esset, qui potuisset adsensu omnium dicere Ennius ""aspice hoc sublime candens, quem invocant omnes Iovem""—illum vero et Iovem et dominatorem rerum et omnia motu regentem et, ut idem Ennius, ""patrem divumque hominumque"" et praesentem ac praepotentem deum? quod qui dubitet,...","Poetry"
"Cicero","De Natura Deorum, Book 2","Republic","","...certe non diceret; sed dum palato quid sit optimum iudicat, ""caeli palatum"", ut ait Ennius, non suspexit. Nam cum duo sint genera siderum, quorum alterum  spatiis inmutabilibus...","Poetry"
"Cicero","De Natura Deorum","Republic","","...certe non diceret; sed dum palato quid sit optimum iudicat, ""caeli palatum"", ut ait Ennius, non suspexit. Nam cum duo sint genera siderum, quorum alterum  spatiis inmutabilibus...","Poetry"
"Cicero","De Natura Deorum, Book 2","Republic","","nas habere—hunc igitur Ennius, ut supra dixi, nuncupat ita dicens ""aspice hoc sublime candens, quem invocant omnes...","Poetry"
"Cicero","De Natura Deorum","Republic","","nas habere—hunc igitur Ennius, ut supra dixi, nuncupat ita dicens ""aspice hoc sublime candens, quem invocant omnes...","Poetry"
"Cicero","De Officiis","Republic","","...conflixisset, Lacedaemoniorum opes corruerunt.  Quanto Q. Maximus melius! de quo Ennius:  Unus homo nobis cunctando restituit rem. Noenum rumores ponebat ante salutem....","Poetry"
"Cicero","De Officiis, Book 1","Republic","","...conflixisset, Lacedaemoniorum opes corruerunt.  Quanto Q. Maximus melius! de quo Ennius:  Unus homo nobis cunctando restituit rem. Noenum rumores ponebat ante salutem....","Poetry"
"Cicero","De Officiis","Republic","","...ad opes tuendas ac tenendas quam diligi nec alienius quam timeri. Praeclare enim Ennius:  Quém metuunt, odérunt; quem quisque ódit, periisse éxpetit. Multorum autem odiis...","Poetry"
"Cicero","De Officiis, Book 2","Republic","","...ad opes tuendas ac tenendas quam diligi nec alienius quam timeri. Praeclare enim Ennius:  Quém metuunt, odérunt; quem quisque ódit, periisse éxpetit. Multorum autem odiis...","Poetry"
"Cicero","De Officiis","Republic","","...debemus, sed in deligendis idoneis iudicium et diligentiam adhibere. Nam praeclare Ennius:  Bene fácta male locáta male facta árbitror.","Poetry"
"Cicero","De Officiis, Book 2","Republic","","...debemus, sed in deligendis idoneis iudicium et diligentiam adhibere. Nam praeclare Ennius:  Bene fácta male locáta male facta árbitror.","Poetry"
"Cicero","De Officiis","Republic","","...iram deorum, quae nulla est, sed ad iustitiam et ad fidem pertinet. Nam praeclare Ennius:  Ó Fides alma ápta pinnis ét ius iurandúm Iovis! Qui ius igitur iurandum violat,...","Poetry"
"Cicero","De Officiis, Book 3","Republic","","...iram deorum, quae nulla est, sed ad iustitiam et ad fidem pertinet. Nam praeclare Ennius:  Ó Fides alma ápta pinnis ét ius iurandúm Iovis! Qui ius igitur iurandum violat,...","Poetry"
"Cicero","De Officiis","Republic","","...igitur est illa pernicies, quod alios bonos, alios sapientes existimant. Ex quo Ennius nequiquam sapere sapientem, qui ipse sibi prodesse non quiret. Vere id quidem, si,...","Poetry"
"Cicero","De Officiis, Book 3","Republic","","...igitur est illa pernicies, quod alios bonos, alios sapientes existimant. Ex quo Ennius nequiquam sapere sapientem, qui ipse sibi prodesse non quiret. Vere id quidem, si,...","Poetry"
"Cicero","De Oratore","Republic","","...maxime cuiusque rei propria quaeque essent ornatissima atque optima, occupasset aut Ennius, si ad eius versus me exercerem, aut Gracchus, si eius orationem mihi forte proposuissem:...","Poetry"
"Cicero","De Oratore, Book 1","Republic","","...maxime cuiusque rei propria quaeque essent ornatissima atque optima, occupasset aut Ennius, si ad eius versus me exercerem, aut Gracchus, si eius orationem mihi forte proposuissem:...","Poetry"
"Cicero","De Oratore","Republic","","...domini iussu dixisse et illum intus esse; paucis post diebus cum ad Nasicam venisset Ennius et eum ad ianuam quaereret, exclamat Nasica domi non esse, tum Ennius ""quid? ego...","Poetry"
"Cicero","De Oratore, Book 2","Republic","","...domini iussu dixisse et illum intus esse; paucis post diebus cum ad Nasicam venisset Ennius et eum ad ianuam quaereret, exclamat Nasica domi non esse, tum Ennius ""quid? ego...","Poetry"
"Cicero","De Oratore, Book 3","Republic","","...dissimilitudo: ""caeli ingentes fornices""; quamvis sphaeram in scaenam, ut dicitur, attulerit Ennius, tamen in sphaera fornicis similitudo inesse non potest. Vive, Ulixes; dum licet:...","Poetry"
"Cicero","De Oratore","Republic","","...dissimilitudo: ""caeli ingentes fornices""; quamvis sphaeram in scaenam, ut dicitur, attulerit Ennius, tamen in sphaera fornicis similitudo inesse non potest. Vive, Ulixes; dum licet:...","Poetry"
"Cicero","De Oratore, Book 3","Republic","","Atque id primum in poetis cerni licet, quibus est proxima cognatio cum oratoribus: quam sunt inter sese Ennius, Pacuvius Acciusque dissimiles, quam apud Graecos Aeschylus, Sophocles, Euripides, quamquam omnibus par paene laus in dissimili scribendi genere tribuitur!","Poetry"
"Cicero","De Oratore","Republic","","Atque id primum in poetis cerni licet, quibus est proxima cognatio cum oratoribus: quam sunt inter sese Ennius, Pacuvius Acciusque dissimiles, quam apud Graecos Aeschylus, Sophocles, Euripides, quamquam omnibus par paene laus in dissimili scribendi genere tribuitur!","Poetry"
"Cicero","Orator","Republic","","...Histrum fluvium atque algidam et ibidem: quam numquam vobis Grai atque barbari.  at Ennius saepe Scipio invicte, et semel quidem nos: hoc motu radiantis etesiae in vada ponti.","Poetry"
"Cicero","Orator","Republic","","...sed consuetudini auribus indulgenti libenter obsequor. isdem campus habet inquit Ennius; et in templis: EIDEM PROBAVIT; at isdem erat verius, nec tamen eisdem ut opimius.;...","Poetry"
"Cicero","Orator","Republic","","...sepulcra, coronas, lacrimas dicimus, quia per aurium iudicium licet. Burrum semper Ennius, numquam Pyrrhum; vi patefecerunt Bruges, non Phryges, ipsius antiqui declarant...","Poetry"
"Cicero","Orator","Republic","","quod quamquam transferendo fit, tamen alio modo transtulit cum dixit Ennius arce et urbe orba sum, alio modo, si pro patria arcem  dixisset; et horridam Africam...","Poetry"
"Cicero","De Republica","Republic","","...et moribus? Equidem quem ad modum 'urbes magnas atque imperiosas', ut appellat Ennius, viculis et castellis praeferendas puto, sic eos, qui his urbibus consilio atque...","Poetry"
"Cicero","De Republica","Republic","","...numquam constitisse civitatis statum; multo iam id in regnis minus, quorum, ut ait Ennius, 'nulla regni sancta societas nec fides est.' Quare cum lex sit civilis societatis...","Poetry"
"Cicero","De Republica","Republic","","...quidem rege cum est populus orbatus, 'pectora diu tenet desiderium', sicut ait Ennius, 'post optimi regis obitum'; simul inter Sese sic memorant: 'o Romule, Romule die,...","Poetry"
"Cicero","De Republica","Republic","","August. C.D. 2.21,Non. 417M  Ennius Moribus antiquis res stat Romana virisque, quem quidem ille versum vel brevitate...","Poetry"
"Cicero","De Republica","Republic","","...cogitationes sermonesque nostri pariant aliquid in somno tale, quale de Homero scribit Ennius, de quo videlicet saepissime vigilans solebat cogitare et loqui) Africanus se ostendit...","Poetry"
"Cicero","De Senectute","Republic","","...iuveniliter exsultantem patientia sua molliebat; de quo praeclare familiaris noster Ennius:  unus homo nobis cunctando restituit rem; noenum rumores ponebat ante salutem;...","Poetry"
"Cicero","De Senectute","Republic","","...culpam in senectutem conferunt, quod non faciebat is, cuius modo mentionem feci, Ennius:  sic ut fortis equus, spatio qui saepe supremo vicit Olympia, nunc senio confectus... ...magna voce et bonis lateribus suasissem. Annos septuaginta natus, tot enim vixit Ennius, ita ferebat duo quae maxima putantur onera, paupertatem et senectutem, ut eis paene...","Poetry"
"Cicero","De Senectute","Republic","","...Pyrrho foedusque faciendum, non dubitavit dicere illa, quae versibus persecutus est Ennius:  quo vobis mentes, rectae quae stare solebant antehac, dementis sese flexere viai?...","Poetry"
"Cicero","De Senectute","Republic","","...studiis flagrantis senes vidimus. M. vero Cethegum, quem recte suadae medullam dixit Ennius, quanto studio exerceri in dicendo videbamus etiam senem! quae sunt igitur epularum...","Poetry"
"Cicero","De Senectute","Republic","","...amicorum et lamentis vacare. volt, credo, se esse carum suis. sed haud scio an melius Ennius:  nemo me lacrumis decoret, neque funera fletu faxit. non censet lugendam esse mortem,...","Poetry"
"Cicero","Tusculanae Disputationes, Book 1","Republic","","...cernebant.  Itaque unum illud erat insitum priscis illis, quos cascos appellat Ennius, esse in morte sensum neque excessu vitae sic deleri hominem, ut funditus interiret;","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...cernebant.  Itaque unum illud erat insitum priscis illis, quos cascos appellat Ennius, esse in morte sensum neque excessu vitae sic deleri hominem, ut funditus interiret;","Poetry"
"Cicero","Tusculanae Disputationes, Book 1","Republic","","...nostrorum opinione Romulus in caelo cum diis agit aevum, ut famae adsentiens dixit Ennius, et apud Graecos indeque perlapsus ad nos et usque ad Oceanum Hercules tantus et...","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...nostrorum opinione Romulus in caelo cum diis agit aevum, ut famae adsentiens dixit Ennius, et apud Graecos indeque perlapsus ad nos et usque ad Oceanum Hercules tantus et...","Poetry"
"Cicero","Tusculanae Disputationes, Book 3","Republic","","...odiosi sunt, quod ad animum pertinent eumque sollicitant, animusque aeger, ut ait Ennius, semper errat neque pati neque perpeti potest, cupere numquam desinit. quibus duobus...","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...odiosi sunt, quod ad animum pertinent eumque sollicitant, animusque aeger, ut ait Ennius, semper errat neque pati neque perpeti potest, cupere numquam desinit. quibus duobus...","Poetry"
"Cicero","Tusculanae Disputationes, Book 4","Republic","","...timorem metum mali adpropinquantis, pavorem metum mentem loco moventem, ex quo illud Ennius: tum pavor sapientiam omnem mi exanimato expectorat, exanimationem metum subsequentem...","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...timorem metum mali adpropinquantis, pavorem metum mentem loco moventem, ex quo illud Ennius: tum pavor sapientiam omnem mi exanimato expectorat, exanimationem metum subsequentem...","Poetry"
"Cicero","Tusculanae Disputationes, Book 4","Republic","","...certe irati non fecimus. an est quicquam similius insaniae quam ira? quam bene Ennius initium dixit insaniae. color, vox, oculi, spiritus, inpotentia dictorum ac factorum...","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...certe irati non fecimus. an est quicquam similius insaniae quam ira? quam bene Ennius initium dixit insaniae. color, vox, oculi, spiritus, inpotentia dictorum ac factorum...","Poetry"
"Cicero","Tusculanae Disputationes, Book 4","Republic","","...nata consuetudo videtur, in quibus isti liberi et concessi sunt amores. bene ergo Ennius: Fla/giti princi/pium est nudare i/nter civis co/rpora. qui ut sint, quod fieri...","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...nata consuetudo videtur, in quibus isti liberi et concessi sunt amores. bene ergo Ennius: Fla/giti princi/pium est nudare i/nter civis co/rpora. qui ut sint, quod fieri...","Poetry"
"Propertius","Elegies","Augustan","","(unde pater sitiens Ennius ante bibit,","Poetry"
"Propertius","Elegies","Augustan","","Ennius hirsuta cingat sua dicta corona:","Poetry"
"Propertius","Elegiae 4","Augustan","","Ennius hirsuta cingat sua dicta Corona:","Poetry"
"Propertius","Elegiae 3","Augustan","","Vnde pater sitiens Ennius ante bibit,","Poetry"
"Horace","Epistles","Augustan","","Ennius ipse pater numquam nisi potus ad arma","Poetry"
"Horace","Epistles","Augustan","","Ennius et sapiens et fortis et alter Homerus,","Poetry"
"Livy","Ab Urbe Condita, Book 2","Augustan","","cautior tamen quam promptior hic habitus; et sicut dubites, utrum ingenio cunctator fuerit an quia ita bello proprie, quod tum gerebatur, aptum erat, sic nihil certius est quam unum hominem nobis cunctando rem restituisse, sicut Ennius ait.","Poetry"
"Livy","Ab Urbe Condita","Augustan","","cautior tamen quam promptior hic habitus; et sicut dubites, utrum ingenio cunctator fuerit an quia ita bello proprie, quod tum gerebatur, aptum erat, sic nihil certius est quam unum hominem nobis cunctando rem restituisse, sicut Ennius ait.","Poetry"
"Ovid","Amores, Book 1","Augustan","","Ennius arte carens animosique Accius oris","Poetry"
"Ovid","Amores","Augustan","","Ennius arte carens animosique Accius oris","Poetry"
"Ovid","Ars Amatoria","Augustan","","Ennius emeruit, Calabris in montibus ortus,","Poetry"
"Ovid","Ars Amatoria, Book 3","Augustan","","Ennius emeruit, Calabris in montibus ortus,","Poetry"
"Ovid","Tristia","Augustan","","Ennius ore - Ennius ingenio maximus, arte rudis -","Poetry"
"Ovid","Tristia, Book 2","Augustan","","Ennius ore - Ennius ingenio maximus, arte rudis -","Poetry"
"Seneca","De Ira","Early Imperial","","...oculis vidisti, quia de ingenio tuo male locutus est. Recipis hanc legem ? Ergo te Ennius, quo non delectaris, odisset, et Hortensius, si orationes eius improbares, simultates...","Poetry"
"Seneca","Ad Lucilium Epistulae Morales","Early Imperial","","...intellegere, opem aput antiquos non tantum auxilium significasse, sed operam. Ait enim Ennius neminem potuisse Scipioni neque civem neque hostem reddere operae pretium. Felicem...","Poetry"
"Pliny The Elder","Naturalis Historia, Book 4","Early Imperial","","...vixisse longo tempore romanos manifestum, quoniam et pulmentaria hodieque dicuntur et ennius, antiquissimus vates, obsidionis famem exprimens offam eripuisse plorantibus liberis...","Poetry"
